query,subject,percent_identity
Ldhb,LOC107133235,76.271
Gys2,GYS2,89.958
Gys2,GYS1,72.11
LOC100771487,SLCO1A2,72.727
LOC100771780,SLCO1A2,70.194
Slco1b3,SLCO1B3,61.869
Slco1c1,SLCO1C1,82.527
Pde3a,PDE3A,85.895
Slc35b4,SLC35B4,91.867
Akr1b1,AKR1E2,61.184
Akr1b1,AKR1D1,50.949
Akr1b1,AKR1B1,86.705
Akr1b1,20ALPHA-HSD,50.476
Akr1b1,LOC616199,85.549
Akr1b1,LOC132342088,51.986
Akr1b1,AKR1B10,72.093
Akr1b1,LOC112441538,50.857
Akr1b1,LOC514083,51.493
Tmem30a,TMEM30A,93.407
Tmem30a,TMEM30B,53.529
LOC100756540,COX7A2,82.143
LOC100756540,LOC132343906,72.619
LOC100756540,LOC132346172,73.81
LOC100756540,LOC132343845,68.675
LOC100756540,COX7A1,62.338
LOC100756540,COX7A2L,55.172
Slc17a5,SLC17A5,85.863
Atp6v0a4,ATP6V0A4,82.754
Atp6v0a4,ATP6V0A1,61.922
Atp6v0a4,ATP6V0A2,52.241
Akr1d1,AKR1D1,85.627
Akr1d1,AKR1C4,58.769
Akr1d1,LOC132342107,56.79
Akr1d1,20ALPHA-HSD,57.5
Akr1d1,LOC527068,55.247
Akr1d1,LOC782884,56.604
Akr1d1,LOC782061,54.938
Akr1d1,AKR1C3,60.135
Akr1d1,LOC112449293,55.921
Akr1d1,LOC132342089,54.723
Akr1d1,LOC785762,56.522
Akr1d1,LOC132342088,57.295
Akr1d1,LOC506594,55.357
Akr1d1,LOC538060,60.166
Akr1d1,LOC782922,58.506
Akr1d1,LOC112441538,58.791
Akr1d1,AKR1B1,51.149
Akr1d1,AKR1B10,52.514
Akr1d1,LOC112449294,55.828
Akr1d1,LOC514083,57.778
Akr1d1,LOC112441521,61.111
Ace2,ACE2,81.886
Ace2,CLTRN,53.659
Piga,PIGA,92.5
B3galnt1,B3GALNT1,95.482
Ak7,AK7,85.654
Oxct1,OXCT1,92.898
Oxct1,LOC100297708,74.759
Oxct1,OXCT2,74.374
Alg11,ALG11,83.096
Slc25a15,SLC25A15,94.702
Slc25a15,SLC25A2,82.45
Slc20a2,SLC20A1,60.06
Slc20a2,SLC20A2,85.34
Gpat4,GPAT4,97.481
Gpat4,GPAT3,75.768
Guk1,GUK1,96.386
Nt5m,NT5M,81.356
Nt5m,NT5C,65.882
Pemt,PEMT,81.89
Hacd1,HACD1,95.567
Hacd1,HACD2,65.816
Trdmt1,TRDMT1,82.019
Upp2,UPP1,67.172
Upp2,UPP2,84.735
Galnt5,GALNT5,72.098
Mgat4c,MGAT4C,88.285
Hs3st5,HS3ST5,97.406
Hs3st5,HS3ST1,52.51
LOC100769680,SMS,92.285
LOC100769680,LOC534520,89.349
Plpp1,PLPP1,81.55
Plpp1,PLPP3,53.556
Plpp1,PLPP2,58.019
Hsd17b4,HSD17B4,77.349
Atp6v1g1,ATP6V1G1,94.118
Atp6v1g1,ATP6V1G2,63.793
Atp6v1g1,ATP6V1G3,53.782
Alad,ALAD,89.058
Acads,ACADS,88.862
Mvk,MVK,81.792
Mmab,MMAB,84.746
Acacb,ACACB,87.734
Acacb,ACACA,74.967
Dao,DAO,75.575
Rpn1,RPN1,93.027
Rpn1,LOC539818,82.689
Slc12a6,SLC12A4,78.149
Slc12a6,SLC12A7,69.495
Slc12a6,SLC12A5,70.647
Slc12a6,SLC12A6,97.897
Slc12a3,SLC12A3,91.094
Slc12a3,SLC12A1,53.098
Slc12a3,SLC12A2,54.851
Alpl,ALPL,91.952
Alpl,LOC100125266,57.637
Alpl,ALPI,57.026
Alpl,LOC528262,58.333
Alpl,LOC516378,58.333
Npr3,NPR3,94.045
Mccc2,MCCC2,90.248
Coq3,COQ3,78.205
Degs2,DEGS2,85.211
Degs2,DEGS1,65.493
Gclc,GCLC,93.436
P4ha1,P4HA1,95.14
P4ha1,P4HA2,63.296
Slc35a1,SLC35A1,88.922
Inpp4b,INPP4B,89.432
Epx,MPO,68.182
Epx,LOC788751,63.839
Epx,LPO,50.803
Lpo,LPO,80.763
Lpo,MPO,55.872
Mpo,MPO,82.194
Mpo,LPO,50.972
Ech1,ECH1,65.584
Rpia,RPIA,93.981
Pde1c,PDE1C,93.027
Pde1c,PDE1B,62.37
Pde1c,PDE1A,74.599
Aqp1,AQP1,91.544
Inmt,INMT,68.302
Ggct,GGCT,86.458
Phospho1,PHOSPHO1,90.189
Fpgt,FPGT,74.533
Slc1a3,SLC1A3,95.956
Slc1a3,SLC1A7,54.403
Slc1a3,SLC1A2,66.879
Slc1a3,SLC1A6,67.473
Slc1a3,SLC1A1,56.621
Tktl2,TKTL2,79.793
Tktl2,TKTL1,74.048
Tktl2,TKT,70.681
Aldob,ALDOB,91.507
Aldob,ALDOA,72.603
Aldob,ALDOC,71.507
Mgat1,MGAT1,89.955
Nat8l,NAT8L,91.279
Slc5a1,SLC5A4,74.773
Slc5a1,SLC5A2,58.358
LOC100763538,UGT1A1,54.044
Slc5a1,SLC5A9,55.447
Slc5a1,SLC5A10,55.515
Slc5a1,SLC5A3,53.759
Slc5a1,LOC531152,58.427
LOC100763538,LOC782370,59.701
Slc5a1,SLC5A1,85.865
Slc5a1,SLC5A11,50.439
Pisd,PISD,95.05
LOC100758278,AMACR,82.927
Agxt2,AGXT2,82.718
Ehhadh,EHHADH,74.309
Dgkg,DGKB,60.714
Dgkg,DGKG,94.024
Dgkg,DGKA,57.191
Ip6k2,IP6K2,94.601
Slc26a6,SLC26A6,76.851
LOC100766805,UQCRC1,86.861
LOC100766805,PMPCB,57.843
Pfkfb4,PFKFB1,77.88
Pfkfb4,PFKFB3,73.27
Pfkfb4,PFKFB2,72.115
Pfkfb4,PFKFB4,97.849
Nme6,NME6,90.374
Setd2,SETD2,83.957
Setd2,APBB3,56.757
Csgalnact2,CSGALNACT2,92.449
Csgalnact2,CSGALNACT1,57.864
Has3,HAS3,96.396
Has3,HAS2,70.926
Has3,LOC132345335,69.746
Has3,LOC515601,68.624
Has3,HAS1,59.229
Smpd3,SMPD3,91.705
Smpd3,SMPD5,54.545
Slc7a6,SLC7A6,87.984
Slc7a6,SLC7A7,73.146
Slc7a6,SLC7A5,50.719
Slc7a6,SLC7A10,50.158
Slc12a4,SLC12A4,97.233
Slc12a4,SLC12A6,79.534
Slc12a4,SLC12A5,68.796
Slc12a4,SLC12A7,70.79
Lcat,LCAT,87.302
Lcat,PLA2G15,52.672
Galntl6,GALNTL6,95.504
Galntl6,GALNT10,76.025
Galnt7,GALNT7,93.75
Atp2b1,ATP2B1,98.198
Atp2b1,ATP2B2,81.373
Atp2b1,ATP2B3,81.323
Atp2b1,ATP2B4,77.493
Rrm2b,RRM2B,95.522
Rrm2b,RRM2,83.275
LOC100769978,ATP5MG,83.654
Plcl1,PLCL1,95.291
LOC100762380,LOC781988,58.835
Plcl1,PLCL2,65.832
LOC100771114,ATP5MC1,87.591
LOC100771114,ATP5MC3,69.118
LOC100771114,ATP5MC2,65.278
LOC100771114,LOC101906916,64.583
LOC100750691,GSTK1,72.247
Adcy1,ADCY1,90.529
Adcy1,ADCY8,62.055
Slc35d1,SLC35D1,96.875
LOC100762380,MGC152010,56.522
Slc35d1,SLC35D2,59.111
LOC100762380,LOC530553,56.213
Pde4b,PDE4B,97.342
Pde4b,PDE4D,82.316
Pde4b,PDE4C,72.509
Pde4b,PDE4A,80.132
Fhit,FHIT,87.719
Glo1,GLO1,88.649
Glo1,LOC101905254,88.312
Slc37a1,SLC37A1,84.813
Slc37a1,SLC37A2,61.746
Pde9a,PDE9A,90.258
Ndufv3,NDUFV3,95.122
Cbs,CBS,87.692
Nags,NAGS,82.991
G6pc3,G6PC3,86.167
Slc4a1,SLC4A1,74.476
Slc4a1,SLC4A2,54.729
Slc4a1,SLC4A3,54.298
Plcd3,PLCD3,84.324
Plcd3,PLCD1,51.146
LOC100751280,CYP24A1,82.367
Ada,ADA,84.488
Pigt,PIGT,91.413
LOC100761464,ACOT8,85.345
Acly,ACLY,97.8
Cnp,CNP,85.287
Atp6v0a1,ATP6V0A1,94.636
Atp6v0a1,ATP6V0A4,61.051
Atp6v0a1,ATP6V0A2,53.114
Naglu,NAGLU,80.221
Hsd17b1,HSD17B1,75.41
Coasy,COASY,85.586
LOC100761465,COA3,86.667
Aoc2,AOC2,81.398
Aoc2,AOC3,60.288
Aoc2,SAO,60.159
Aoc2,LOC100138645,65.639
G6pc,G6PC1,86.872
G6pc,G6PC2,52.113
Atp6v1g3,ATP6V1G3,76.068
Atp6v1g3,ATP6V1G2,57.391
Atp6v1g3,ATP6V1G1,55.652
Slc26a7,SLC26A7,87.522
Slc1a6,SLC1A6,95.221
Slc1a6,SLC1A3,67.658
Slc1a6,SLC1A7,52.308
Slc1a6,SLC1A1,54.054
Slc1a6,SLC1A2,67.361
Ephx3,EPHX3,82.548
LOC100772743,CYP4F22,88.555
LOC100772743,LOC507016,62.13
LOC100772743,LOC534967,62.722
LOC100772743,LOC100295883,62.574
LOC100772743,CYP4F47,60.811
LOC100772743,LOC507615,66.513
LOC100772743,CYP4A11,52.128
LOC100773614,LOC507016,78.503
LOC100773614,LOC100295883,77.735
LOC100773614,CYP4F47,77.735
LOC100773614,LOC534967,73.512
LOC100773614,LOC507615,78.742
LOC100773614,CYP4A11,52.128
LOC100773614,CYP4F22,67.917
LOC100755384,LOC507016,77.735
LOC100755384,LOC100295883,78.119
LOC100755384,CYP4F47,77.5
LOC100755384,LOC534967,73.129
LOC100755384,LOC507615,78.855
LOC100755384,CYP4F22,63.992
LOC100755384,CYP4A11,52.128
LOC100774306,LOC507016,79.619
LOC100774306,LOC100295883,77.143
LOC100774306,CYP4F47,76.762
LOC100774306,LOC534967,75.048
LOC100774306,LOC507615,79.085
LOC100774306,CYP4F22,65.19
LOC100774306,CYP4A11,55.319
Kl,KL,89.25
Pgam2,PGAM2,91.339
Pgam2,PGAM1,79.447
Gck,GCK,96.444
Gck,HK2,56.561
Gck,HKDC1,53.54
Gck,HK1,53.499
Gck,HK3,52.691
Ogdh,OGDH,95.172
Ogdh,LOC132342072,95.117
Ogdh,OGDHL,75.492
Gatm,GATM,93.898
Slc28a2,SLC28A2,80.484
Slc28a2,SLC28A1,64.006
Duox1,DUOX1,89.402
Duox1,DUOX2,75.339
Grhpr,GRHPR,86.139
Pik3c2a,PIK3C2A,89.822
Pik3c2a,PIK3C2B,51.832
LOC100768251,UOX,89.527
Slc9a7,SLC9A7,95.586
Slc9a7,LOC112445029,69.985
Slc9a7,SLC9A6,70.283
Slc9a7,SLC9A9,60.89
Chst7,CHST7,83.333
Slc25a31,SLC25A31,90.312
Slc25a31,SLC25A5,73.63
Slc25a31,SLC25A4,72.696
Slc25a31,LOC132344463,72.014
Slc25a31,SLC25A6,72.014
Slc25a31,LOC787122,65.934
Aass,AASS,88.565
Nit2,NIT2,87.636
Nt5c3a,NT5C3B,56.786
Nt5c3a,NT5C3A,86.713
Nt5c3a,LOC534181,85.315
Slc16a10,SLC16A10,86.486
Slc16a10,SLC16A2,55.808
Amd1,AMD1,98.993
Lypla2,LYPLA2,98.305
Lypla2,LYPLA1,66.102
Lypla2,LOC782114,72.727
Hmgcl,HMGCL,86.702
Hmgcl,HMGCLL1,63.314
Fuca1,FUCA1,80.69
Fuca1,FUCA2,55.53
Impa2,IMPA2,83.824
Nnt,NNT,90.72
Hmgcs1,HMGCS1,95.202
Hmgcs1,HMGCS2,65.953
Npr2,NPR2,98.056
Npr2,NPR1,62.839
Gba2,GBA2,85.541
Ca9,CA9,71.8
Pigo,PIGO,82.748
Ndufs5,NDUFS5,69.159
LOC100771204,OXCT2,72.921
LOC100771204,LOC100297708,73.359
LOC100771204,OXCT1,71.698
Nt5c1a,NT5C1A,93.989
Nt5c1a,NT5C1B,69.805
LOC100772647,LOC100297708,73.473
LOC100772647,OXCT2,73.282
LOC100772647,OXCT1,66.667
Dgkb,DGKB,96.828
Dgkb,DGKA,56.425
Dgkb,DGKG,59.489
Dgkb,DGKQ,57.407
Slc35a2,SLC35A2,98.039
Slc35a2,SLC35A3,57.613
Suv39h1,SUV39H1,95.884
Suv39h1,SUV39H2,58.435
Suv39h1,EHMT2,52.027
Ebp,EBP,78.788
Slc38a5,SLC38A5,85.232
Slc38a5,SLC38A3,61.671
Slc38a5,SLC38A2,51.392
Slc38a5,SLC38A6,63.291
LOC100772859,ACOT2,69.504
LOC100772859,LOC785383,73.529
LOC100772859,ACOT6,73.733
LOC100772859,ACOT4,71.849
LOC100772859,LOC512541,70.464
LOC100772859,LOC530653,50.602
LOC100773433,ACOT2,77.349
LOC100773433,LOC785383,75.829
LOC100773433,ACOT6,75.0
LOC100773433,ACOT4,72.792
LOC100773433,LOC512541,71.36
Coq6,COQ6,86.809
Entpd5,ENTPD5,89.078
Entpd5,ENTPD6,50.66
Aldh6a1,ALDH6A1,95.415
LOC100760306,GULO,90.703
Ephx2,EPHX2,73.32
Acsl4,ACSL4,95.976
Acsl4,ACSL3,68.209
Pld3,PLD3,94.094
Pld3,PLD4,50.158
Blvrb,BLVRB,90.323
Itpkc,ITPKC,76.852
Itpkc,ITPKB,60.0
Itpkc,ITPKA,51.818
LOC100771787,CYP2F1,77.966
LOC100771787,CYP2C89,50.178
LOC100771787,CYP2C90,54.753
LOC100771787,CYP2C87,52.448
LOC100771787,CYP2C85,53.257
LOC100771787,CYP2A13,53.307
LOC100771787,CYP2C88,53.232
LOC100771787,CYP2C281,50.53
LOC100771787,CYP2J30,54.545
LOC100771787,LOC530929,55.844
LOC100771787,LOC107132327,51.724
LOC100771787,CYP2S1,51.351
LOC100771787,LOC521656,54.545
LOC100771787,LOC511936,51.724
LOC100771787,CYP2R1,52.0
LOC100772358,CYP2A13,86.239
LOC100772358,CYP2C85,55.66
LOC100772358,CYP2C88,59.434
LOC100772358,LOC530929,53.061
LOC100772358,CYP2R1,52.5
LOC100772358,LOC527083,68.0
LOC100765152,CYP2B6,75.0
LOC100765152,CYP2B39,57.116
LOC100765152,CYP2A13,54.298
LOC100765152,CYP2C90,52.778
LOC100765152,CYP2C87,50.656
LOC100765152,LOC527083,58.261
LOC100765441,CYP2B6,75.636
LOC100765441,CYP2B39,57.495
LOC100765441,CYP2A13,55.136
LOC100765441,CYP2C90,54.292
LOC100765441,CYP2C88,51.82
LOC100765441,CYP2F1,50.533
LOC100765441,CYP2C85,52.57
LOC100765441,CYP2C87,52.895
LOC100765441,LOC527083,63.478
LOC100764866,COX7B,75.309
LOC100764866,COX7B2,60.494
Pgk1,PGK1,94.976
Pgk1,PGK2,88.756
Galnt13,GALNT13,99.398
Galnt13,GALNT1,86.869
Galnt13,LOC100300881,87.399
Galnt13,GALNT11,53.282
LOC100774773,UQCR10,92.188
Mtmr3,MTMR3,86.838
Mtmr3,RUFY2,53.571
Ippk,IPPK,90.854
Gfpt2,GFPT2,96.476
Gfpt2,GFPT1,80.263
Mgat4b,MGAT4B,95.93
Mgat4b,MGAT4A,59.725
LOC100772588,HSD3B1,71.472
LOC100770922,HSD3B1,66.577
Phgdh,PHGDH,89.7
Hmgcs2,HMGCS2,84.872
Hmgcs2,HMGCS1,66.452
Decr1,DECR1,84.444
Alg13,ALG13,75.0
Alg13,LOC107132045,91.667
Ckm,CKM,80.0
Ckm,CKB,67.692
Ckm,CKMT2,59.109
Ckm,CKMT1A,60.324
LOC100764471,LOC521656,79.439
LOC100764471,LOC511936,79.439
LOC100764471,LOC530929,82.803
LOC100764471,CYP2J30,72.056
LOC100764471,LOC107132327,72.934
LOC100764471,LOC527083,52.174
LOC100764471,CYP2C90,54.902
LOC100764471,CYP2C85,51.961
LOC100764768,LOC530929,71.992
LOC100764768,CYP2J30,68.663
LOC100764768,LOC511936,71.162
LOC100764768,LOC521656,72.093
LOC100764768,LOC107132327,80.0
LOC100764768,CYP2C88,50.943
LOC100764768,CYP2C90,53.922
LOC100764768,CYP2B6,55.769
LOC100764768,CYP2C87,52.688
LOC100764768,LOC527083,51.613
LOC100765057,LOC521656,74.581
LOC100765057,LOC530929,73.464
LOC100765057,LOC511936,73.184
LOC100765057,CYP2J30,72.067
LOC100765057,LOC107132327,72.905
LOC100766318,AMY2B,86.415
LOC100766318,LOC539383,89.216
LOC100767001,AMY2B,84.375
LOC100767001,LOC539383,85.491
Ugcg,UGCG,98.985
Fmo1,FMO1,84.991
Fmo1,LOC517828,56.098
Fmo1,FMO3,55.347
Fmo1,FMO5,53.383
Fmo1,FMO4,51.407
Fmo1,FMO2,59.135
Uck2,UCK2,98.696
Uck2,UCK1,70.042
Uck2,UCKL1,56.471
Aldh9a1,ALDH9A1,86.957
Mgst3,MGST3,87.582
LOC103158861,LOC101902937,89.744
LOC103158861,COX7C,89.744
LOC103158861,LOC101903567,89.744
LOC103158861,LOC101905997,89.744
LOC103158861,LOC112447079,87.179
LOC103158861,LOC101906743,87.879
Prodh2,PRODH2,85.207
Prodh2,PRODH,51.667
LOC100766809,COX6B1,93.103
LOC100766809,COX6B2,55.814
Atp4a,ATP4A,97.796
Atp4a,ATP12A,64.286
Atp4a,ATP1A3,64.985
Atp4a,ATP1A1,63.988
Atp4a,ATP1A2,64.487
Atp4a,ATP1A4,62.692
Gapdhs,GAPDHS,78.708
Gapdhs,GAPDH,69.184
Gapdhs,LOC616200,70.476
Gpx5,LOC112441537,79.73
Gpx5,GPX5,79.73
Gpx5,GPX6,70.721
Gpx5,GPX3,63.594
Mat2a,MAT2A,99.452
Mat2a,MAT1A,86.027
Suclg1,SUCLG1,88.554
Pgk2,PGK2,87.081
Pgk2,PGK1,84.211
Mat1a,MAT1A,94.962
Mat1a,MAT2A,85.39
Mcee,MCEE,80.606
Pcyt1b,PCYT1B,98.239
Pcyt1b,PCYT1A,75.585
Nadsyn1,NADSYN1,86.932
Dhcr7,DHCR7,87.185
Ggh,GGH,70.357
Slc6a12,SLC6A12,86.94
Slc6a12,SLC6A11,65.997
Slc6a12,SLC6A13,72.441
Slc6a12,SLC6A6,63.121
Slc6a12,SLC6A1,50.084
Slc6a12,SLC6A8,53.663
Slc6a13,SLC6A13,92.754
Slc6a13,SLC6A11,81.395
Slc6a13,SLC6A8,66.667
Slc6a13,SLC6A1,54.067
Slc6a13,SLC6A12,78.112
Slc6a13,SLC6A2,59.091
Slc6a13,LOC515755,62.791
Slc6a13,SLC6A9,58.696
Slc6a13,SLC6A14,69.565
Slc6a13,SLC6A17,53.488
Slc6a13,SLC6A6,64.621
Slc6a13,LOC785907,73.684
Atp6v1e1,ATP6V1E1,98.238
Atp6v1e1,ATP6V1E2,76.0
Slc25a18,SLC25A22,64.984
Pik3c2b,PIK3C2B,94.341
Pik3c2b,PIK3C2A,50.326
Etnk2,ETNK2,89.753
Etnk2,ETNK1,59.889
Atp2b4,ATP2B2,76.73
Atp2b4,ATP2B3,78.41
Atp2b4,ATP2B4,88.307
Atp2b4,ATP2B1,78.414
Ppip5k2,PPIP5K2,97.589
Ppip5k2,PPIP5K1,77.167
Adcy2,ADCY2,95.699
Adcy2,ADCY7,55.049
Adcy2,ADCY4,58.526
Galnt3,GALNT3,91.009
Galnt3,GALNT6,63.301
LOC100756748,CYP26B1,94.9
LOC100756748,CYP26C1,52.242
Ampd1,AMPD3,60.292
Ampd1,AMPD2,55.882
Ampd1,AMPD1,89.919
Acaa2,ACAA2,85.204
Lipg,LIPG,80.933
Hsd17b7,HSD17B7,81.982
Uap1,UAP1,94.952
Uap1,UAP1L1,57.631
Chst11,CHST11,97.45
Txnrd1,TXNRD1,91.0
Txnrd1,TXNRD3,70.816
Txnrd1,TXNRD2,57.347
Hsd17b8,HSD17B8,88.846
Si,SI,80.608
Si,LOC100296901,56.928
Si,MGAM,61.849
LOC100753943,ACAA1,87.399
LOC100754813,ACAA1,88.204
Xylb,XYLB,90.517
LOC100761083,LIPF,64.573
LOC100761083,LIPK,56.709
LOC100761083,LIPJ,54.315
LOC100761083,LIPA,51.637
LOC100761083,LIPM,52.525
Lipf,LIPF,69.949
Lipf,LIPK,60.253
Lipf,LIPJ,56.853
Lipf,LIPA,53.418
Lipf,LIPM,54.04
Ch25h,CH25H,83.146
Lipa,LIPA,71.357
Lipa,LIPM,55.949
Lipa,LIPF,54.891
Lipa,LIPK,53.243
Lipa,LIPJ,53.388
Lipa,LIPN,52.83
Ndufb6,NDUFB6,75.194
Aco1,ACO1,94.494
Aco1,IREB2,61.17
Ndufa4,NDUFA4,95.181
Ndufa4,NDUFA4L2,69.737
Qdpr,QDPR,92.017
Slc6a4,SLC6A4,89.065
Slc6a4,SLC6A2,52.505
Slc6a4,SLC6A3,51.351
Slc6a4,SLC6A12,51.064
Hs6st2,HS6ST2,85.437
Hs6st2,HS6ST1,62.083
Hs6st2,HS6ST3,76.216
Dad1,DAD1,98.246
Slc7a7,SLC7A6,72.8
Slc7a7,SLC7A7,87.826
Slc7a8,SLC7A8,88.512
Slc7a8,SLC7A7,58.333
Slc7a8,SLC7A5,54.043
Slc7a8,SLC7A6,50.584
Slc7a8,SLC7A10,81.481
Slc43a1,SLC43A2,59.292
Slc43a1,SLC43A1,79.83
LOC100761577,RDH16,67.61
LOC100761577,LOC100139075,66.352
LOC100761577,HSD17B6,60.692
LOC100761577,SDR9C7,53.822
LOC100761577,LOC100138638,68.333
LOC100762147,HSD17B6,68.868
LOC100762147,DHRS9,50.508
LOC100762147,RDH5,50.333
LOC100762147,LOC100138638,66.111
LOC100762147,RDH16,62.264
LOC100762147,LOC100139075,61.635
LOC100762147,SDR9C7,54.259
Ptges3,PTGES3,98.75
Gls2,GLS2,94.892
Gls2,GLS,76.739
Cs,CS,95.833
Suox,SUOX,80.622
Dgka,DGKA,83.108
Dgka,DGKB,66.667
Dgka,DGKG,66.304
Dgka,DGKD,52.985
Rdh5,RDH5,86.047
Rdh5,RDH16,52.65
Rdh5,SDR9C7,51.546
Rdh5,LOC100139075,51.325
Dut,DUT,90.625
Slc12a1,SLC12A1,93.097
Slc12a1,SLC12A2,66.536
Slc12a1,SLC12A3,53.359
Slc24a5,SLC24A5,82.8
Ak6,AK6,90.173
Abcb4,ABCB1,73.08
Abcb4,ABCB4,87.075
Abcb4,LOC100296627,75.149
Abcb4,ABCB5,54.728
Abcb4,LOC101902435,84.064
Abcb4,LOC785370,72.632
Abcb4,ABCF3,52.778
Crot,CROT,81.403
Slc1a1,SLC1A1,90.258
Slc1a1,SLC1A3,56.098
Slc1a1,SLC1A6,51.984
Slc1a1,SLC1A7,51.599
Slc1a1,SLC1A2,67.347
Ak3,AK3,89.474
Ak3,AK4,57.466
Pde6a,PDE6A,95.287
Pde6a,PDE6B,80.032
Pde6a,PDE6C,66.857
Slc26a2,SLC26A2,79.38
Slc6a7,SLC6A7,93.548
Ndst1,NDST1,97.821
Ndst1,NDST4,76.253
Ndst1,NDST2,74.179
Ndst1,NDST3,86.869
Hmox2,HMOX2,79.104
Adcy9,ADCY9,90.54
Atp2a3,ATP2A3,91.116
Atp2a3,ATP2A2,74.538
Atp2a3,ATP2A1,74.008
Slc13a5,SLC13A5,69.707
Slc16a2,SLC16A2,93.298
Slc16a2,SLC16A10,56.111
Sec11c,SEC11C,99.39
Sec11c,SEC11A,82.099
LOC100772751,CYP2R1,89.696
LOC100772751,LOC527083,51.724
Pde3b,PDE3B,80.313
Pip5k1c,PIP5K1C,92.475
Pip5k1c,PIP5K1A,79.805
Pip5k1c,PIP5K1B,69.295
Nmrk2,NMRK2,86.061
Nmrk2,NMRK1,53.416
Slc6a15,SLC6A15,92.192
Slc6a15,SLC6A17,64.973
Slc6a15,SLC6A12,60.0
Slc6a15,SLC6A18,52.821
Slc6a15,LOC785907,52.632
Bbox1,BBOX1,86.34
Slc5a12,SLC5A12,83.71
Slc5a12,SLC5A8,57.951
Elovl2,ELOVL2,87.5
Elovl2,ELOVL5,61.217
LOC100766524,CYP3A74,74.206
LOC100766524,CYP3A76,72.817
LOC100766524,CYP3A28,72.984
LOC100766524,CYP3A24,70.833
Tktl1,TKTL1,53.929
Tktl1,TKTL2,55.603
Naa10,NAA10,99.338
Naa10,NAA11,96.026
Slc7a3,LOC525820,58.116
Idh3g,IDH3G,96.185
Slc7a3,LOC112442412,51.84
Idh3g,IDH3B,50.964
Slc6a8,SLC6A8,97.08
Slc6a8,SLC6A11,54.38
Slc7a3,LOC513941,53.239
Slc6a8,SLC6A6,57.803
Slc6a8,SLC6A13,59.459
Slc7a3,LOC615600,53.923
Slc6a8,SLC6A12,61.635
Slc7a3,LOC101904722,52.692
Slc7a3,LOC515600,53.209
Atp2b3,ATP2B3,96.754
Slc7a3,LOC112442379,52.868
Atp2b3,ATP2B2,83.882
Atp2b3,ATP2B1,80.742
Atp2b3,ATP2B4,78.094
Lypla1,LYPLA1,90.865
Lypla1,LOC782114,84.951
Lypla1,LYPLA2,67.961
Atp6v1h,LOC782343,93.182
Atp6v1h,ATP6V1H,97.716
LOC100759241,CYP1B1,73.077
LOC100759241,CYP2R1,51.429
Gpd2,GPD2,92.995
Pdss1,PDSS1,85.893
LOC100752832,LOC112449027,73.643
LOC100752832,NPR1,53.302
LOC100752832,NPR2,51.415
LOC100752832,GUCY2D,50.704
Engase,ENGASE,78.317
LOC100753681,CYP2C85,58.036
Enpp7,ENPP7,81.667
Enpp7,LOC521021,57.18
Gaa,GAA,78.279
Sgsh,SGSH,88.657
Slc26a11,SLC26A11,82.324
Inpp5k,INPP5K,78.571
Inpp5k,INPP5J,50.141
Cdo1,CDO1,96.124
Me2,ME2,89.06
Me2,ME1,56.377
Me2,ME3,56.377
Slc17a6,SLC17A8,76.727
Slc17a6,SLC17A6,97.942
Slc17a6,SLC17A7,82.422
Galk1,GALK1,91.123
LOC100753681,CYP2C281,51.91
Acox1,ACOX1,87.792
Sphk1,SPHK2,54.404
Sphk1,SPHK1,74.064
Aanat,AANAT,79.512
Aanat,LOC112442710,78.537
LOC103164123,ST6GALNAC1,71.875
Ppox,PPOX,85.356
B4galt3,B4GALT3,94.458
B4galt3,B4GALT1,54.181
B4galt3,B4GALT2,53.898
B4galt3,B4GALT4,56.044
Ndufs2,NDUFS2,93.75
Sdhc,SDHC,82.353
LOC100751755,AKR7A2,86.471
LOC100751755,LOC788425,81.633
Pla2g2e,PLA2G2E,84.615
Pla2g2a,LOC521383,57.143
Pla2g2a,LOC615045,53.741
Pla2g2a,LOC507201,53.741
Pla2g2a,PLA2G2E,51.701
Pla2g5,PLA2G5,67.883
Pla2g2d,PLA2G2D4,54.483
Chcr1,CBR1,82.734
Pla2g2d,PLA2G2D1,51.724
Pla2g2d,LOC112443425,52.941
Pla2g2f,PLA2G2F,72.821
Chcr1,MGC127133,78.058
Chcr1,CBR3,75.18
Pikfyve,RBSN,51.351
Pikfyve,PIKFYVE,95.564
Idh1,IDH1,94.458
Idh1,IDH2,70.72
LOC100767292,LOC100300759,51.613
Itpk1,ITPK1,92.288
B3galt1,B3GALT1,99.388
B3galt1,B3GALT2,52.19
Uprt,UPRT,97.814
Ndufb3,NDUFB3,73.196
Ndufb3,LOC101907294,68.041
LOC100759157,AOX2,86.202
LOC100759157,AOX4,63.731
LOC100759157,AOX1,62.668
LOC100759157,XDH,50.558
LOC100760212,AOX4,79.806
LOC100760212,AOX2,61.19
LOC100760212,AOX1,56.479
LOC100760504,AOX4,64.772
LOC100760504,AOX2,65.946
LOC100760504,AOX1,61.435
LOC100765484,AOX2,64.509
LOC100765484,AOX4,59.081
Slc8a1,SLC8A3,79.461
Slc8a1,SLC8A1,96.688
Slc8a1,SLC8A2,66.925
Gpi,GPI,73.966
Glrx2,GLRX2,85.0
B3galt2,B3GALT2,95.745
B3galt2,B3GALT1,52.19
LOC100769017,COX19,88.506
LOC100750501,GUCY2F,52.229
LOC100750501,GUCY2D,52.591
